abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
,58fe58e77c459f24986dbd10,602,By NATE COHN,article,Big Turnout for Ossoff Surpassed Recent Democratic Benchmarks,"['Ossoff, Jon', 'Elections, House of Representatives', 'Georgia', 'Midterm Elections (2018)', 'Midterm Elections (2014)', 'Democratic Party']",3,Upshot,0,2017-04-24 19:58:22,Unknown,Newly released voting data shows another example of voter enthusiasm that could help in the party’s long-shot goal to win back the House next year.,The New York Times,News,https://www.nytimes.com/2017/04/24/upshot/big-turnout-for-ossoff-surpassed-recent-democratic-benchmarks.html
,58fe69497c459f24986dbd44,1016,By JULIE TURKEWITZ and RICHARD PÉREZ-PEÑA,article,"Arkansas Executes 2 Inmates, a First for Any State on One Day Since 2000","['Capital Punishment', 'Arkansas', 'Williams, Marcel Wayne', 'Jones, Jack Harold', 'Murders, Attempted Murders and Homicides']",3,National,15,2017-04-24 21:08:22,Unknown,"Jack H. Jones Jr. died at 7:20 p.m., and Marcel Williams at 10:33 p.m., both from the injection of a three-drug combination, after a flurry of failed, last-ditch appeals.",The New York Times,News,https://www.nytimes.com/2017/04/24/us/arkansas-executions.html
,58fe71217c459f24986dbd5c,462,By ALEXIS SOLOSKI,article,A Lost Baby Is Crying? The Sheep Will Help,"['Theater', 'In a Pickle (Play)', 'Oily Cart (Theater Co)', 'Brooklyn Academy of Music', ""The Winter's Tale (Play)"", 'Shakespeare, William', 'Lincoln Center for the Performing Arts']",3,Culture,5,2017-04-24 21:41:47,Unknown,"“In a Pickle,” at the Brooklyn Academy of Music, is “The Winter’s Tale” for 2- through 5-year-olds. More emphasis on the sheep, less on the scary stuff.",The New York Times,Review,https://www.nytimes.com/2017/04/24/theater/in-a-pickle-review.html
,58fe76597c459f24986dbd6d,1171,By JENNIFER STEINHAUER,article,The Spending Bill Was Supposed to Be Easy. Then Trump Intervened.,"['Federal Budget (US)', 'United States Politics and Government', 'House of Representatives', 'Senate', 'Shutdowns (Institutional)', 'Trump, Donald J', 'Border Barriers', 'Mexico']",3,National,12,2017-04-24 22:04:03,Politics,"Republicans may control Washington, but the president’s insistence on money for his proposed border wall has turned a sure thing into a major drama.",The New York Times,News,https://www.nytimes.com/2017/04/24/us/politics/congress-spending-bill-wall-trump.html
,58fe8fb47c459f24986dbd99,683,By THE EDITORIAL BOARD,article,Money Talked Loudest at Inaugural,"['Inaugurations', 'Presidential Election of 2016', 'Campaign Finance', 'Regulation and Deregulation of Industry', 'Trump, Donald J', 'Murray Energy Corp']",3,Editorial,20,2017-04-24 23:52:11,Unknown,"Mr. Trump has done the bidding of businesses that gave millions, while failing to fulfill his promises to the middle class.",The New York Times,Editorial,https://www.nytimes.com/2017/04/24/opinion/money-talked-loudest-at-trumps-inaugural.html
,58fe918b7c459f24986dbd9d,206,By ELIZABETH REESE,article,A Walk in the Park,"['Parks and Other Recreation Areas', 'Central Park (Manhattan, NY)', 'Horses']",0,Metro,21,2017-04-25 00:00:04,Unknown,Meeting a friendly police horse on a stroll after work.,The New York Times,News,https://www.nytimes.com/2017/04/24/nyregion/metropolitan-diary-a-walk-in-the-park.html
,58feadb67c459f24986dbdc4,450,By DEB AMLEN,article,No Place Like It,['Crossword Puzzles'],3,Games,0,2017-04-25 02:00:16,Unknown,Gary Whitehead reminds us of the most important life lesson of all.,The New York Times,News,https://www.nytimes.com/2017/04/24/crosswords/no-place-like-it-parks-magritte-romanov.html
,58feadb87c459f24986dbdc5,985,By BEN BRANTLEY,article,A Princess (Maybe)  With an Identity Crisis,"['Theater', 'Anastasia (Play)', 'Tresnjak, Darko', 'Broadhurst Theater (Manhattan, NY)', 'Altomare, Christy']",3,Culture,1,2017-04-25 02:00:19,Unknown,This epic musical about an amnesiac princess suffers from its own identity crisis.,The New York Times,Review,https://www.nytimes.com/2017/04/24/theater/anastasia-review-broadway.html
,58feb10e7c459f24986dbdc7,1011,By BILLY WITZ,article,"Yankees-Red Sox, a Grizzled Rivalry, Gets a Fresh-Faced Makeover","['Baseball', 'New York Yankees', 'Boston Red Sox']",3,Sports,9,2017-04-25 02:14:31,Baseball,"Mainstays such as Alex Rodriguez and David Ortiz are gone, providing the next generation of players an opportunity to write a new chapter in an old feud.",The New York Times,News,https://www.nytimes.com/2017/04/24/sports/baseball/yankees-red-sox-rivalry.html
,58febc6d7c459f24986dbdd2,894,By DAVID SEGAL,article,"‘Better Call Saul’ Season 3, Episode 3: A Better Solution","['Television', 'Better Call Saul (TV Program)']",3,Culture,0,2017-04-25 03:03:03,Television,"Like most good antagonists, Gus and Chuck seem to think they know what’s best for everyone.",The New York Times,Review,https://www.nytimes.com/2017/04/24/arts/television/better-call-saul-sunk-costs-recap.html
,58feca057c459f24986dbde2,1106,By DEBORAH TANNEN,article,"Friends, in Sickness and in Health","['Friendship', 'Women and Girls']",3,Science,4,2017-04-25 04:01:04,Family,"Women spoke of the gratitude they felt when friends came through in times of crisis, but also of their disappointment when friends let them down.",The New York Times,News,https://www.nytimes.com/2017/04/25/well/family/womens-friendships-in-sickness-and-in-health.html
,58fee6617c459f24986dbe17,57,By KATHERINE SCHULTEN,article,Icebergs,"['Photography', 'Reading and Writing Skills (Education)']",3,Learning,0,2017-04-25 06:02:03,Unknown,What’s the story behind this photo?,The New York Times,News,https://www.nytimes.com/2017/04/25/learning/icebergs.html
,58fef8ea7c459f24986dbe46,880,By NOEL ANAYA,article,Unknown,"['Foster Care', 'Colleges and Universities', 'Education (K-12)', 'Community Colleges', 'California', 'Oakland (Calif)']",3,OpEd,0,2017-04-25 07:21:04,Unknown,California provides support for foster care kids until they turn 21. I couldn’t pursue a degree without it.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/after-foster-care-college-california.html
,58fef8e87c459f24986dbe45,826,"By BREN SMITH, SEAN BARRETT and PAUL GREENBERG",article,Say Goodbye to the Filet-O-Fish,"['Seafood', 'Federal Budget (US)', 'Trump, Donald J', 'Oceans and Seas', 'National Oceanic and Atmospheric Administration', 'National Marine Fisheries Service']",3,OpEd,21,2017-04-25 07:21:04,Unknown,"The president wants to cut funding for N.O.A.A., a linchpin in keeping American fishing afloat.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/what-trumps-budget-means-for-noaa.html
,58fef8e87c459f24986dbe44,844,By DAVID BROOKS,article,The Jane Addams Model,"['Addams, Jane', 'Hull House', 'Chicago (Ill)', 'Poverty', 'Income Inequality']",3,OpEd,21,2017-04-25 07:21:06,Unknown,Learning to do good from the master.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/the-jane-addams-model.html
,58fef9027c459f24986dbe47,1207,By SHARON WEINBERGER,article,"Five Decades Ago in Vietnam, a Different Great, Great Wall","['United States Defense and Military Forces', 'Vietnam War', 'Defoliants and Herbicides', 'Defense Advanced Research Projects Agency', 'McNamara, Robert S', 'Trump, Donald J', 'Vietnam']",3,OpEd,0,2017-04-25 07:21:26,Unknown,A plan to build a barrier to seal off South Vietnam from the North was rejected as ridiculously expensive in the 1960s. But the idea lived on.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/vietnam-war-great-great-wall.html
,58fef9047c459f24986dbe49,820,By DAVID LEONHARDT,article,The Urgency Of Ethnic Nationalism,"['United States Politics and Government', 'Holocaust and the Nazi Era', 'United States Holocaust Memorial Museum', 'Le Pen, Marine', 'Macron, Emmanuel (1977- )', 'Melenchon, Jean-Luc', 'Europe']",3,OpEd,21,2017-04-25 07:21:27,Unknown,"Left, center and right still aren’t taking it seriously enough, in the U.S. or elsewhere.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/le-pen-trump-ethnic-nationalism.html
,58fef9057c459f24986dbe4a,2676,By GAIL COLLINS and MATT LABASH,article,All I Know Is What I Read in the Fake News,"['Dogs', 'United States Politics and Government', 'Republican Party', 'Trump, Donald J']",3,OpEd,0,2017-04-25 07:21:29,Unknown,Gail Collins and Matt Labash on dogs we love and politicians we don’t.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/all-i-know-is-what-i-read-in-the-fake-news.html
A portrait series looks at Mexican grandmothers in New York who are the economic and cultural anchors of their families.,58ff02f97c459f24986dbe62,791,By DAVID GONZALEZ,blogpost,Unknown,"['Foreign Workers', 'Immigration and Emigration', 'Photography', 'Women and Girls', 'Brooklyn (NYC)', 'Mexico', 'Santos Briones, Cinthya']",3,Unknown,0,2017-04-25 08:00:16,Unknown,A portrait series looks at Mexican grandmothers in New York who are the economic and cultural anchors of their families.,The New York Times,Blog,https://lens.blogs.nytimes.com/2017/04/25/far-from-mexico-but-close-to-their-hearts/
,58ff101c7c459f24986dbe7a,336,By SAM ANDERSON,article,"From ‘Writing to Save a Life: The Louis Till File,’ by John Edgar Wideman","['Books and Literature', 'Writing to Save a Life: The Louis Till File (Book)', 'Wideman, John Edgar', 'Till, Louis (1922-45)']",3,Magazine,15,2017-04-25 09:00:04,Unknown,A question posed without a question mark becomes something else entirely.,The New York Times,News,https://www.nytimes.com/2017/04/25/magazine/new-sentences-from-writing-to-save-a-life-the-louis-till-file-by-john-edgar-wideman.html
,58ff101c7c459f24986dbe78,1390,By JAY CASPIAN KANG,article,Could Legalized Gambling Save Us From the Insufferability of Fantasy Sports?,"['Gambling', 'Fantasy Sports', 'Law and Legislation', 'Bradley, Bill', 'Christie, Christopher J', 'National Football League', 'National Basketball Assn']",3,Magazine,16,2017-04-25 09:00:05,Unknown,"Sports betting offers the prospect of restoring an older, purer version of fandom — rooting for teams over players.",The New York Times,News,https://www.nytimes.com/2017/04/25/magazine/could-legalized-gambling-save-us-from-the-insufferability-of-fantasy-sports.html
,58ff101c7c459f24986dbe79,378,By CAROLINE CROSSON GILPIN,article,What Fantasy Invention Would You Want to Exist in Reality?,['Reading and Writing Skills (Education)'],3,Learning,0,2017-04-25 09:00:07,Unknown,Will the flying car be commonplace in the near future?,The New York Times,News,https://www.nytimes.com/2017/04/25/learning/what-fantasy-invention-would-you-want-to-exist-in-reality.html
,58ff101c7c459f24986dbe7b,5599,By FARHAD MANJOO,article,Social Insecurity,"['Facebook Inc', 'Rumors and Misinformation', 'Social Media', 'The Filter Bubble (Book)', 'Presidential Election of 2016', 'News and News Media']",3,Magazine,39,2017-04-25 09:00:08,Unknown,Mark Zuckerberg now acknowledges the dangerous side of the social revolution he helped start. But is the most powerful tool for connection in human history capable of adapting to the world it created?,The New York Times,News,https://www.nytimes.com/2017/04/25/magazine/can-facebook-fix-its-own-worst-bug.html
,58ff101c7c459f24986dbe77,2715,By ROBERT DRAPER,article,"Out of Nowhere, Wine","['Travel and Vacations', 'Wines', 'Baja California (Mexico)', 'Valle de Guadalupe (Mexico)']",3,Travel,1,2017-04-25 09:00:09,Unknown,Vineyards and culinary marvels beckon in the austere backcountry of the Valle de Guadalupe in Mexico.,The New York Times,News,https://www.nytimes.com/2017/04/25/travel/travel-mexico-baja-california-wine-country.html
,58ff102d7c459f24986dbe82,1509,By LAILA LALAMI,article,Over the Edge,"['Immigration and Emigration', 'Trump, Donald J', 'Airports', 'Border Patrol (US)', 'Customs and Border Protection (US)', 'Border Barriers', 'English Language', 'Immigration and Customs Enforcement (US)']",3,Magazine,13,2017-04-25 09:00:21,Unknown,"Over the past century, it has grown from an abstract notion into a sprawling system of barriers and rules — one that stretches far beyond the country’s perimeter.",The New York Times,News,https://www.nytimes.com/2017/04/25/magazine/the-border-is-all-around-us-and-its-growing.html
,58ff102d7c459f24986dbe83,794,By SHEILA MARIKAR,article,Uncorking Bouquets for Millennials,"['Wines', 'Travel and Vacations', 'Valle de Guadalupe (Mexico)']",3,Travel,1,2017-04-25 09:00:22,Unknown,"Raw and quirky, Valle de Guadalupe is drawing 20- and 30-somethings with modern, design-y wineries and a grit that can’t be found in Napa or Sonoma.",The New York Times,News,https://www.nytimes.com/2017/04/25/travel/mexico-wine-country-valle-de-guadalupe-millennials-baja-california.html
,58ff102d7c459f24986dbe80,1565,By KYLE SPENCER,article,"Homework Bans Don’t Work for All Homes, Parents Say","['New York City', 'Education (K-12)', 'Homework', 'Education Department (NYC)']",3,Metro,21,2017-04-25 09:00:24,Unknown,"At some city public schools, worksheets are out, passion projects are in, but some say the push against homework favors families with money and time.",The New York Times,News,https://www.nytimes.com/2017/04/25/nyregion/homework-ban-new-york-city-schools.html
,58ff102d7c459f24986dbe81,1026,By ALAN RAPPEPORT,article,"From Rates To Deficits, And Things In Between","['Trump, Donald J', 'Federal Taxes (US)', 'Law and Legislation', 'United States Politics and Government']",3,National,19,2017-04-25 09:00:25,Politics,"The crucial issues are whether the president is aligned with House Republicans, whether he is keeping his campaign promises and whether his proposal has a chance of passing.",The New York Times,News,https://www.nytimes.com/2017/04/25/us/politics/trump-tax-plan-rates-deficits.html
,58ff1bd47c459f24986dbea6,716,By UNKNOWN,article,In Search of New Memoirs That Go Light on Catastrophe,['Books and Literature'],3,BookReview,0,2017-04-25 09:50:03,Book Review,A reader (and writer) of memoirs notes that dysfunction and disease haunt the genre. What can he read that’s trauma-free?,The New York Times,News,https://www.nytimes.com/2017/04/25/books/review/match-book-nature-memoirs.html
,58ff1fff7c459f24986dbeb4,1213,By ALEXANDRA S. LEVINE,article,New York Today: An Ella Fitzgerald Centennial,['New York City'],3,Metro,0,2017-04-25 10:07:55,Unknown,"Tuesday: Remembering the “First Lady of Song,” soggy weather, and narrating Brooklyn’s past.",The New York Times,briefing,https://www.nytimes.com/2017/04/25/nyregion/new-york-today-ella-fitzgerald-100th-birthday-centennial.html
,58ff705e7c459f24986dbfb1,1039,By EMMARIE HUETTEMAN and ADAM GOLDMAN,article,"Flynn May Have Broken Law With Russia Dealings, Lawmakers Say","['United States Politics and Government', 'Flynn, Michael T', 'House of Representatives', 'Russia', 'Classified Information and State Secrets', 'Conflicts of Interest']",3,National,15,2017-04-25 15:50:35,Politics,"Representative Jason Chaffetz, chairman of the House oversight committee, said Michael T. Flynn also appeared to have inappropriately accepted payments without seeking permission.",The New York Times,News,https://www.nytimes.com/2017/04/25/us/politics/michael-flynn-white-house-documents-russia.html
,58ff7afa7c459f24986dbfe1,1269,By CATHERINE SAINT LOUIS,article,Finding Their Voices,"['Transgender and Transsexuals', 'New York University', 'Voice and Speech', 'Women and Girls', 'Testosterone', 'Language and Languages']",3,Science,1,2017-04-25 16:35:56,Live,A growing number of speech language therapists cater to transgender clients seeking to retrain their voices.,The New York Times,News,https://www.nytimes.com/2017/04/25/well/live/learning-to-talk-like-a-woman-or-man.html
,58ff7cde7c459f24986dbfee,1344,By PETE WELLS,article,Returning With More Than a Dash of Déjà Vu,"['Restaurants', 'Union Square Cafe (Manhattan, NY, Restaurant)', 'Gramercy Park (Manhattan, NY)', 'Meyer, Danny', 'Quagliata, Carmen', 'Rockwell Group']",3,Dining,5,2017-04-25 16:44:04,Unknown,"The reboot of Danny Meyer’s first restaurant replicates much of the look, taste and comfort that made the original so popular.",The New York Times,Review,https://www.nytimes.com/2017/04/25/dining/union-square-cafe-review.html
,58ff81d77c459f24986dc002,1230,By JAVIER C. HERNÁNDEZ,article,"Live-Streaming Classes, China Puts Youths’ Every Move on View","['China', 'Computers and the Internet', 'Privacy', 'Education (Secondary)', 'Video Recordings, Downloads and Streaming']",3,Foreign,1,2017-04-25 17:05:22,Asia Pacific,"Students see live-streaming video of classrooms as an intrusion, prompting a debate in China about privacy, educational ethics and helicopter parenting.",The New York Times,News,https://www.nytimes.com/2017/04/25/world/asia/in-china-daydreaming-students-are-caught-on-camera.html
,58ff84be7c459f24986dc00d,1684,By CLAY RISEN,article,The Next Big Brown Sip,"['Alcoholic Beverages', 'Louisville (Ky)', 'Copper & Kings American Brandy Co', 'Osocalis Inc Distillery']",3,Dining,1,2017-04-25 17:17:42,Unknown,"Copper & Kings, in Kentucky, is just one of many distillers, large and small, betting that brandy will be the next big brown liquor.",The New York Times,News,https://www.nytimes.com/2017/04/25/dining/brandy-american-craft-distillers.html
,58ff9b677c459f24986dc05e,1804,By SAMIN NOSRAT,article,Salt’s Singular Magic,"['Cooking and Cookbooks', 'Salt']",3,Dining,1,2017-04-25 18:54:20,Unknown,"Salt has a greater impact on flavor than anything else. Learn to use it well, and your food will be good.",The New York Times,News,https://www.nytimes.com/2017/04/25/dining/how-to-season-food-with-salt.html
,58ffa07f7c459f24986dc070,2802,By CHRISTOPHER CLAREY,article,Home Is Where The Court Is,"['Tennis', 'Azarenka, Victoria', 'Williams, Serena', 'Minsk (Belarus)', 'Joyce, Michael T (1973- )']",3,Sports,10,2017-04-25 19:16:06,Tennis,"After an extended break from competition, Azarenka is training in her native Belarus with a new coach and a new traveling companion: her infant son.",The New York Times,News,https://www.nytimes.com/2017/04/25/sports/tennis/victoria-azarenka-return-pregnancy-serena-williams.html
,58ffa49d7c459f24986dc07d,860,By NICK ROGERS,article,How Wrestling Explains Alex Jones and Donald Trump,"['Wrestling', 'United States Politics and Government', 'World Wrestling Entertainment Inc', 'Jones, Alex (1974- )', 'Trump, Donald J']",3,OpEd,0,2017-04-25 19:33:42,Unknown,"To understand the appeal of political figures who mangle the truth, it helps to understand the wrestling concept of “kayfabe.”",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/25/opinion/wrestling-explains-alex-jones-and-donald-trump.html
,58ffaa537c459f24986dc092,874,By LIZ SPAYD,article,"Intemperate Words, Temperate News Coverage","['Indecency, Obscenity and Profanity', 'Blacks', 'New York Times', 'Politico, The', 'Miami Herald', 'Florida', 'News and News Media']",3,Editorial,0,2017-04-25 19:57:57,Unknown,"When a public figure utters a slur and news organizations use euphemisms to describe it, a question comes up: Who’s really being protected?",The New York Times,Editorial,https://www.nytimes.com/2017/04/25/public-editor/frank-artiles-racial-slur-coverage.html
,58ffacc07c459f24986dc09c,914,By TYLER KEPNER,article,Jeter Said To Close In On Marlins With Bush,"['Baseball', 'Miami Marlins', 'Bush, Jeb', 'Jeter, Derek', 'Mergers, Acquisitions and Divestitures']",3,Sports,10,2017-04-25 20:08:24,Baseball,"A group including Jeter and Jeb Bush, the former Florida governor and presidential candidate, is said to have reached an agreement in principle to buy the Miami Marlins.",The New York Times,News,https://www.nytimes.com/2017/04/25/sports/baseball/miami-marlins-derek-jeter-jeb-bush.html
,58ffb3ee7c459f24986dc0c0,825,By GENE SEYMOUR,article,Commemorating the Dead With Humanity and Delicacy,"['Obit (Movie)', 'New York Times', 'Deaths (Obituaries)', 'Documentary Films and Programs', 'Gould, Vanessa (1974- )']",3,Culture,5,2017-04-25 20:39:00,Unknown,The documentary peers over the shoulders of journalists at The New York Times as they decide who merits obituaries and then go about the delicate business of writing them.,The New York Times,Review,https://www.nytimes.com/2017/04/25/movies/review-obit-documentary-new-york-times.html
,58ffba187c459f24986dc0dc,1089,By VIVIAN YEE,article,"Trump Can’t Withhold Funding  To Sanctuary Cities, Judge Rules","['Immigration and Emigration', 'Trump, Donald J', 'Executive Orders and Memorandums', 'Federal Aid (US)', 'Orrick, William H II', 'Decisions and Verdicts', 'Justice Department', 'United States Politics and Government', 'Urban Areas', 'San Francisco (Calif)']",3,National,1,2017-04-25 21:05:16,Unknown,A federal judge in California temporarily halted the administration’s efforts to withhold funding from cities that limit their cooperation with federal immigration enforcement.,The New York Times,News,https://www.nytimes.com/2017/04/25/us/judge-blocks-trump-sanctuary-cities.html
,58ffba5d7c459f24986dc0dd,1125,By VALERIYA SAFRONOVA,article,Zoning Move Fuels Debate Over Home of New York’s Fashion Industry,"['Fashion and Apparel', 'Real Estate (Commercial)', 'Labor and Jobs', 'Relocation of Business', 'Economic Development Corp', 'Garment District (Manhattan, NY)']",3,Styles,6,2017-04-25 21:06:30,Unknown,Mayor Bill de Blasio’s administration has a plan that would strip the garment district in Manhattan of special zoning protections.,The New York Times,News,https://www.nytimes.com/2017/04/25/fashion/de-blasio-garment-district-sunset-park.html
,58ffe30c7c459f24986dc13c,200,By ALAN MAGILL,article,Music in the Dentist’s Chair,"['Teeth and Dentistry', 'New York City', 'Passover']",0,Metro,21,2017-04-26 00:00:03,Unknown,"Humming during a checkup, and getting an unlikely accompaniment.",The New York Times,News,https://www.nytimes.com/2017/04/25/nyregion/metropolitan-diary-music-in-the-dentists-chair.html
,58ffedad7c459f24986dc14b,942,By SCOTT CACCIOLA,article,Bucks’ Youth Portends Bright Future,"['Basketball', 'Playoff Games', 'Milwaukee Bucks', 'Brogdon, Malcolm (1992- )']",3,Sports,10,2017-04-26 00:45:24,Pro Basketball,"Even if it is eliminated by the Toronto Raptors, a team with more playoff experience, Milwaukee has budding stars like Malcolm Brogdon, Giannis Antetokounmpo and Thon Maker.",The New York Times,News,https://www.nytimes.com/2017/04/25/sports/basketball/milwaukee-bucks-future.html
,58fff1297c459f24986dc14d,1164,By CORAL DAVENPORT,article,Trump Will Sign Orders That Could Expand Access to Fossil Fuels,"['Trump, Donald J', 'United States Politics and Government', 'Obama, Barack', 'Oil (Petroleum) and Gasoline', 'Offshore Drilling and Exploration', 'National Parks, Monuments and Seashores', 'Conservation of Resources', 'Zinke, Ryan (1961- )', 'Federal Lands']",3,National,14,2017-04-26 01:00:18,Politics,The moves to expand offshore drilling and roll back conservation on public lands would begin to fulfill a campaign promise to create thousands of jobs in energy.,The New York Times,News,https://www.nytimes.com/2017/04/25/us/politics/national-monuments-energy-drilling.html
,58fff1f07c459f24986dc14e,1332,"By JULIE HIRSCHFELD DAVIS, ALAN RAPPEPORT, KATE KELLY and RACHEL ABRAMS",article,White House’s Tax Plan Puts Business at the Fore,"['Corporate Taxes', 'United States Politics and Government', 'Trump, Donald J', 'Federal Budget (US)', 'Federal Taxes (US)', 'Tax Credits, Deductions and Exemptions']",3,National,1,2017-04-26 01:03:34,Politics,"The blueprint, expected to be announced on Wednesday, jettisons a House Republican proposal to impose a tax on imports, which would help offset the cuts.",The New York Times,News,https://www.nytimes.com/2017/04/25/us/politics/tax-plan-trump.html
,58fff3ae7c459f24986dc153,1102,By JULIET MACUR,article,Nascar’s Biggest Star Decides to Stop Driving,"['Automobile Racing', 'Earnhardt, Dale Jr', 'National Assn of Stock Car Auto Racing', 'Concussions']",3,Sports,11,2017-04-26 01:11:04,Auto Racing,"Earnhardt Jr., a buoyant personality compared to his famous, and gruff, father, served as a bridge between Nascar eras and was a huge hit with racing fans.",The New York Times,News,https://www.nytimes.com/2017/04/25/sports/autoracing/nascars-biggest-star-dale-earnhardt-jr-will-retire-after-this-season.html
,58fffc237c459f24986dc15b,1873,By MICHAEL FRANK,article,Genoa Isn’t Rome or Florence. That’s Part of Its Charm.,"['Genoa (Italy)', 'Travel and Vacations']",3,Travel,0,2017-04-26 01:47:11,Unknown,"The author has prowled the streets of the Italian city for over 15 years, wondering the whole time why there are so few other people doing the same thing.",The New York Times,News,https://www.nytimes.com/2017/04/25/travel/genoa-italy-charm-alternative-rome-florence-venice.html
,58ffff287c459f24986dc15c,785,By DEB AMLEN,article,Like Some Humor or Spells,"['Crossword Puzzles', 'Scrabble (Game)']",3,Games,0,2017-04-26 02:00:04,Unknown,The college junior Trenton Charlson makes his crossword debut with a topic that might be familiar to many college students.,The New York Times,News,https://www.nytimes.com/2017/04/25/crosswords/like-some-humor-or-spells-ash-tree-bp.html
,58ffff337c459f24986dc15d,1169,By BEN BRANTLEY,article,Young Con Man as Tragic Hero,"['Theater', 'Six Degrees of Separation (Play)', 'Barrymore, Ethel, Theater', 'Cullman, Trip', 'Guare, John', 'Hawkins, Corey (1988- )', 'Hickey, John Benjamin', 'Janney, Allison']",3,Culture,1,2017-04-26 02:00:18,Unknown,Corey Hawkins soars as a great pretender in this otherwise earthbound revival of John Guare’s masterwork.,The New York Times,Review,https://www.nytimes.com/2017/04/25/theater/six-degrees-of-separation-review.html
,59000d3e7c459f24986dc16b,1155,By MIKE HALE,article,"‘The Americans,’ Season 5, Episode 8: The Humanization of Elizabeth","['Television', 'The Americans (TV Program)']",3,Culture,0,2017-04-26 03:00:04,Television,"Bit by bit, Elizabeth the patriot is learning to cede space to Elizabeth the wife and mother.",The New York Times,News,https://www.nytimes.com/2017/04/25/arts/television/the-americans-immersion-recap.html
,590037e17c459f24986dc1b1,478,By CAROLINE CROSSON GILPIN,article,Is There Any Benefit to Reading Books You Hate?,['Reading and Writing Skills (Education)'],3,Learning,0,2017-04-26 06:02:03,Unknown,"How are readers benefited by seeking out, and finishing, books they dislike?",The New York Times,News,https://www.nytimes.com/2017/04/26/learning/is-there-any-benefit-to-reading-books-you-hate.html
,590045977c459f24986dc1cf,1245,By JUSTIN GILLIS,article,"As Rising Seas Erode Shorelines, Tasmania Shows What Can Be Lost","['Global Warming', 'Greenhouse Gas Emissions', 'Historic Buildings and Sites', 'Coast Erosion', 'Tasmania (Australia)', 'Environment']",3,Foreign,11,2017-04-26 07:00:30,Unknown,"Port Arthur, the famous prison that housed the British Empire’s toughest convicts in the 19th century, is facing an onslaught from the sea.",The New York Times,News,https://www.nytimes.com/2017/04/26/climate/tasmania-global-warming-shoreline-erosion.html
,59004a727c459f24986dc1e4,598,By THE EDITORIAL BOARD,article,Mr. Trump’s Shambles of a Trade Policy,"['International Trade and World Market', 'Trump, Donald J', 'Labor and Jobs', 'Factories and Manufacturing', 'United States Politics and Government']",3,Editorial,24,2017-04-26 07:21:04,Unknown,"Threats and rhetoric have given way to a more complicated reality, and fiscal policy that can do more damage than bad trade deals.",The New York Times,Editorial,https://www.nytimes.com/2017/04/26/opinion/donald-trumps-trade-policy-is-in-disarray.html
,59004a727c459f24986dc1e3,1051,By ROSS DOUTHAT,article,It Could Be Worse,"['Trump, Donald J', 'United States Politics and Government']",3,OpEd,0,2017-04-26 07:21:06,Unknown,Passing judgment on Trump’s first 100 days.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/26/opinion/trump-100-days-could-be-worse.html
,59004a727c459f24986dc1e2,1168,By FRANK BRUNI,article,Lifting Kids To College,"['Colleges and Universities', 'Education (K-12)', 'University of Southern California', 'Los Angeles (Calif)', 'Minorities']",3,OpEd,25,2017-04-26 07:21:07,Unknown,One top university’s efforts with underprivileged students stand out.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/26/opinion/usc-neighborhood-academic-initiative-lifting-kids-to-college.html
,59004a717c459f24986dc1e1,954,By THOMAS L. FRIEDMAN,article,"On a Par 5 in Dubai, Good Humor and a Respite From All Things Trump","['Golf', 'United Arab Emirates', 'Sadhguru (1957- )']",3,OpEd,24,2017-04-26 07:21:15,Unknown,"Oh, and there’s this yogi with a flowing white beard and golf clothes.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/26/opinion/on-a-par-5-in-dubai-good-humor-and-a-respite-from-all-things-trump.html
,59004a7d7c459f24986dc1e5,1250,By CHARLES R. KESLER,article,Trump’s Republican History Lesson,"['Trump, Donald J', 'Conservatism (US Politics)', 'Republican Party', 'United States Politics and Government', 'Presidents and Presidency (US)', 'Protectionism (Trade)']",3,OpEd,25,2017-04-26 07:21:25,Unknown,The agenda of the pre-New Deal G.O.P. offers a way forward in the 21st century.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/26/opinion/donald-trump-is-a-real-republican-and-thats-a-good-thing.html
,59004c817c459f24986dc1ed,423,By CAROLINE CROSSON GILPIN,article,"Questions for: ‘Today’s Energy Jobs Are in Solar, Not Coal’","['News and News Media', 'Reading and Writing Skills (Education)']",3,Learning,0,2017-04-26 07:30:03,Unknown,"What are the facts and figures on energy jobs, and distribution by type of energy, around the United States?",The New York Times,News,https://www.nytimes.com/2017/04/26/learning/questions-for-todays-energy-jobs-are-in-solar-not-coal.html
